(word "to think about" "senēra" "sdïner" "verb" "")
(word "to travel" "tarira" "tsrïr" "verb" "")
(word "to tremble" "pilir" "kikïkikïzda" "verb" "")
(word "towards" "ni" "rï" "adposition" "")
(word "tower" "kelân" "kelam" "noun" "")
(word "vault" "aizēth" "qaiźexetŝ" "noun" "")
(word "very" "tarya" "kükür" "adverb" "")
(word "water" "nal" "wawa" "noun" "")
(word "weapon" "kazzin" "xazdï dodo" "noun" "")
(word "west (direction)" "lafahe" "läŝi" "noun" "")
(word "wind" "kise" "lhuri" "noun" "")
(word "wing" "mahis" "xuxu dodo" "noun" "")
(word "word" "lēksin" "lexek dodo" "noun" "")
(word "world, universe" "aise" "qaisï" "noun" "")
(word "year" "aifakir" "qaipakïr" "noun" "")
)
